t; x; y; theta
839033010.494003; 0.00; 0.00; 0.00
839047616.882000; 0.00; 0.00; 0.00
839064658.405998; 0.00; 0.00; 0.00
839079406.023003; 0.00; 0.00; 0.00
839096456.105999; 0.00; 0.00; 0.00
839110910.784000; 0.00; 0.00; 0.00
839127952.154999; 0.00; 0.00; 0.00
839144975.624001; 0.00; 0.00; 0.00
839159601.920998; 0.00; 0.00; 0.00
839176632.217999; 0.00; 0.00; 0.00
839190956.184998; 0.00; 0.00; 0.00
839207959.750000; 0.00; 0.00; 0.00
839224991.982002; 0.00; 0.00; 0.00
839239113.890999; 0.00; 0.00; 0.00
839256036.958000; 0.00; 0.00; 0.00
839272972.398998; 0.00; 0.00; 0.00
839287462.692001; 0.00; 0.00; 0.00
839304598.852001; 0.00; 0.00; 0.00
839319800.662998; 0.00; 0.00; 0.00
839337014.433998; 0.00; 0.00; 0.00
839351262.181004; 0.00; 0.00; 0.00
839368217.453003; 0.00; 0.00; 0.00
839385144.196003; 0.00; 0.00; 0.00
839399348.372997; 0.00; 0.00; 0.00
839416260.765003; 0.00; 0.00; 0.00
839433243.645000; 0.00; 0.00; 0.00
839447103.861000; 0.00; 0.00; 0.00
839464071.137001; 0.00; 0.00; 0.00
839481085.265999; 0.00; 0.00; 0.00
839494903.715000; 0.00; 0.00; 0.00
839511942.639000; 0.00; 0.00; 0.00
839529011.609001; 0.00; 0.00; 0.00
839543387.508999; 0.00; 0.00; 0.00
839560421.026001; 0.00; 0.00; 0.00
839577526.083000; 0.00; 0.00; 0.00
839591351.693001; 0.00; 0.00; 0.00
839608492.363003; 0.00; 0.00; 0.00
839622902.889000; 0.00; 0.00; 0.00
839639928.036999; 0.00; 0.00; 0.00
839656912.086002; 0.00; 0.00; 0.00
839671382.501999; 0.00; 0.00; 0.00
839687611.064999; 0.00; 0.00; 0.00
839704578.616001; 0.00; 0.00; 0.00
839721582.871002; 0.00; 0.00; 0.00
839735551.251999; 0.00; 0.00; 0.00
839752599.875000; 0.00; 0.00; 0.00
839767308.289001; 0.00; 0.00; 0.00
839784316.031998; 0.00; 0.00; 0.00
839801374.929001; 0.00; 0.00; 0.00
839815714.576000; 0.00; 0.00; 0.00
839832700.766998; 0.00; 0.00; 0.00
839847614.786999; 0.00; 0.00; 0.00
839864569.996002; 0.00; 0.00; 0.00
839879281.300003; 0.00; 0.00; 0.00
839896244.483002; 0.00; 0.00; 0.00
839913415.674004; 0.00; 0.00; 0.00
839927459.890999; 0.00; 0.00; 0.00
839944372.245998; 0.00; 0.00; 0.00
839961310.205002; 0.00; 0.00; 0.00
839975053.375000; 0.00; 0.00; 0.00
839991964.402000; 0.00; 0.00; 0.00
840008890.732002; 0.00; 0.00; 0.00
840023346.890999; 0.00; 0.00; 0.00
840040290.790001; 0.00; 0.00; 0.00
840054927.296001; 0.00; 0.00; 0.00
840072085.117001; 0.00; 0.00; 0.00
840089104.449001; 0.00; 0.00; 0.00
840102974.906002; 0.00; 0.00; 0.00
